so_hieu,title,clause_type,content,parent_content,grandparent_content,reference,relation,error_type
49/2013/QĐ-UBND,Quyết định bãi bỏ mức thu lệ phí đăng ký nuôi con nuôi quy định tại biểu mức thu lệ phí đăng ký hộ tịch kèm theo Quyết định 216/2008/QĐ-UBND do tỉnh Ninh Thuận ban hành,vanban,"QUYẾT ĐỊNH
VỀ VIỆC BÃI BỎ MỨC THU LỆ PHÍ ĐĂNG KÝ NUÔI CON NUÔI QUY ĐỊNH TẠI BIỂU MỨC THU LỆ PHÍ ĐĂNG KÝ HỘ TỊCH BAN HÀNH KÈM THEO QUYẾT ĐỊNH SỐ 216/2008/QĐ-UBND NGÀY 21 THÁNG 8 NĂM 2008 CỦA ỦY BAN NHÂN DÂN TỈNH NINH THUẬN
ỦY BAN NHÂN DÂN TỈNH NINH THUẬN
Căn cứ Luật Tổ chức Hội đồng nhân dân và Ủy ban nhân dân năm 2003;
Căn cứ Luật Ban hành văn bản quy phạm pháp luật của Hội đồng nhân dân, Ủy ban nhân dân năm 2004;
Căn cứ Luật Nuôi con nuôi năm 2010;
Căn cứ Nghị định số 19/2011/NĐ-CP ngày 21 tháng 3 năm 2011 của Chính phủ quy định chi tiết thi hành một số điều của Luật Nuôi con nuôi;
Căn cứ Thông tư liên tịch số 146/2012/TTLT-BTC-BTP ngày 07 tháng 9 năm 2012 của Bộ Tài chính và Bộ Tư pháp quy định việc lập dự toán, quản lý, sử dụng và quyết toán kinh phí hoạt động chuyên môn, nghiệp vụ trong lĩnh vực nuôi con nuôi từ nguồn thu lệ phí đăng ký nuôi con nuôi, lệ phí cấp, gia hạn, sửa đổi giấy phép của tổ chức con nuôi nước ngoài, chi phí giải quyết nuôi con nuôi nước ngoài;
Thực hiện văn bản số 59/HĐND-VP ngày 17 tháng 7 năm 2013 của Thường trực Hội đồng nhân dân tỉnh về việc chấp thuận bãi bỏ mức thu lệ phí đăng ký nuôi con nuôi tại Nghị quyết số 07/2008/NQ-HĐND ngày 17 tháng 7 năm 2008 của Hội đồng nhân dân tỉnh Ninh Thuận quy định mức thu, nộp và chế độ quản lý, sử dung lệ phí đăng ký hộ tịch trên địa bàn tỉnh;
Theo đề nghị của Giám đốc Sở Tư pháp tại Tờ trình số 956/TTr-STP ngày 26 tháng 7 năm 2013,
QUYẾT ĐỊNH:",,,Nghị quyết số 07/2008/NQ-HĐND ngày 17 tháng 7 năm 2008,dan_chieu,FP
24/2023/QH15,Luật viễn thông 2023,khoan,"4. Tổ chức, doanh nghiệp bị thu hồi giấy phép trong trường hợp quy định tại điểm a khoản 1 Điều này hoặc bị buộc chấm dứt hoạt động cung cấp dịch vụ viễn thông trong trường hợp quy định tại điểm a khoản 2 Điều này không được xem xét cấp giấy phép viễn thông hoặc cung cấp dịch vụ viễn thông đối với dịch vụ quy định tại Điều 41 của Luật này.","Điều 40. Thu hồi giấy phép viễn thông, buộc chấm dứt hoạt động cung cấp dịch vụ viễn thông",,điểm a khoản 1 Điều 41 Luật viễn thông 2023,bai_bo,FP
24/2023/QH15,Luật viễn thông 2023,khoan,"4. Tổ chức, doanh nghiệp bị thu hồi giấy phép trong trường hợp quy định tại điểm a khoản 1 Điều này hoặc bị buộc chấm dứt hoạt động cung cấp dịch vụ viễn thông trong trường hợp quy định tại điểm a khoản 2 Điều này không được xem xét cấp giấy phép viễn thông hoặc cung cấp dịch vụ viễn thông đối với dịch vụ quy định tại Điều 41 của Luật này.","Điều 40. Thu hồi giấy phép viễn thông, buộc chấm dứt hoạt động cung cấp dịch vụ viễn thông",,điểm a khoản 2 Điều 41 Luật viễn thông 2023,bai_bo,FP
304/QĐ-TTg,Quyết định năm 2012 về Chương trình xây dựng văn bản hướng dẫn Luật được thông qua tại kỳ họp thứ 2 Quốc hội khóa XIII do Thủ tướng Chính phủ ban hành,dieu,Điều 1. Ban hành kèm theo Quyết định này Chương trình xây dựng văn bản quy định chi tiết thi hành các Luật được thông qua tại kỳ họp thứ 2 Quốc hội khóa XIII.,,,Luật được thông qua tại kỳ họp thứ 2 Quốc hội khóa XIII,dan_chieu,FP
100/2025/QĐ-UBND,"Quyết định bãi bỏ Quyết định 10/2025/QĐ-UBND quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Văn hóa, Thể thao và Du lịch tỉnh Hà Tĩnh",vanban,"QUYẾT ĐỊNH
BÃI BỎ QUYẾT ĐỊNH SỐ 10/2025/QĐ-UBND NGÀY 01/3/2025 CỦA ỦY BAN NHÂN DÂN TỈNH BAN HÀNH QUY ĐỊNH CHỨC NĂNG, NHIỆM VỤ, QUYỀN HẠN VÀ CƠ CẤU TỔ CHỨC CỦA SỞ VĂN HÓA, THỂ THAO VÀ DU LỊCH
Căn cứ Luật Tổ chức chính quyền địa phương ngày 16/6/2025;
Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 19/02/2025; Luật sửa đổi, bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật ngày 25/6/2025;
Căn cứ các Nghị định của Chính phủ: số 78/2025/NĐ-CP ngày 01/4/2025 quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Ban hành văn bản quy phạm pháp luật; số 79/2025/NĐ-CP ngày 01/4/2025 về kiểm tra, rà soát, hệ thống hóa và xử lý văn bản quy phạm pháp luật; số 187/2025/NĐ-CP ngày 01/7/2025 về sửa đổi, bổ sung một số điều của Nghị định số 78/2025/NĐ-CP ngày 01/4/2025 quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Ban hành văn bản quy phạm pháp luật; số 79/2025/NĐ-CP ngày 01/4/2025 về kiểm tra, rà soát, hệ thống hóa và xử lý văn
bản quy phạm pháp luật và số 150/2025/NĐ-CP ngày 12/6/2025 quy định tổ chức các cơ quan chuyên môn thuộc Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương và Ủy ban nhân dân xã, phường, đặc khu thuộc tỉnh, thành phố trực thuộc trung ương;
Căn cứ Thông tư số 10/2025/TT-BVHTTDL ngày 19/6/2025 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch hướng dẫn chức năng, nhiệm vụ, quyền hạn của Sở Văn hóa, Thể thao và Du lịch, Sở Văn hóa và Thể thao, Sở Du lịch thuộc Ủy ban nhân dân cấp tỉnh; chức năng, nhiệm vụ, quyền hạn của Phòng Văn hóa - Xã hội thuộc Ủy ban nhân dân cấp xã trong các lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Văn hóa, Thể thao và Du lịch;
Theo đề nghị của Sở Văn hóa, Thể thao và Du lịch tại văn bản số 388/TTr- SVHTTDL ngày 12/12/2025; ý kiến thẩm định của Sở Tư pháp tại Báo cáo số 3602/BC-STP ngày 03/12/2025; trên cơ sở biểu quyết thống nhất của các Thành viên Ủy ban nhân dân tỉnh (qua Phiếu biểu quyết);
Ủy ban nhân dân tỉnh ban hành Quyết định bãi bỏ Quyết định số 10/2025/QĐ-UBND ngày 01/3/2025 của Ủy ban nhân dân tỉnh ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Văn hóa, Thể thao và Du lịch.",,,Nghị định số 187/2025/NĐ-CP ngày 01/7/2025,can_cu,FN
100/2025/QĐ-UBND,"Quyết định bãi bỏ Quyết định 10/2025/QĐ-UBND quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Văn hóa, Thể thao và Du lịch tỉnh Hà Tĩnh",vanban,"QUYẾT ĐỊNH
BÃI BỎ QUYẾT ĐỊNH SỐ 10/2025/QĐ-UBND NGÀY 01/3/2025 CỦA ỦY BAN NHÂN DÂN TỈNH BAN HÀNH QUY ĐỊNH CHỨC NĂNG, NHIỆM VỤ, QUYỀN HẠN VÀ CƠ CẤU TỔ CHỨC CỦA SỞ VĂN HÓA, THỂ THAO VÀ DU LỊCH
Căn cứ Luật Tổ chức chính quyền địa phương ngày 16/6/2025;
Căn cứ Luật Ban hành văn bản quy phạm pháp luật ngày 19/02/2025; Luật sửa đổi, bổ sung một số điều của Luật Ban hành văn bản quy phạm pháp luật ngày 25/6/2025;
Căn cứ các Nghị định của Chính phủ: số 78/2025/NĐ-CP ngày 01/4/2025 quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Ban hành văn bản quy phạm pháp luật; số 79/2025/NĐ-CP ngày 01/4/2025 về kiểm tra, rà soát, hệ thống hóa và xử lý văn bản quy phạm pháp luật; số 187/2025/NĐ-CP ngày 01/7/2025 về sửa đổi, bổ sung một số điều của Nghị định số 78/2025/NĐ-CP ngày 01/4/2025 quy định chi tiết một số điều và biện pháp để tổ chức, hướng dẫn thi hành Luật Ban hành văn bản quy phạm pháp luật; số 79/2025/NĐ-CP ngày 01/4/2025 về kiểm tra, rà soát, hệ thống hóa và xử lý văn
bản quy phạm pháp luật và số 150/2025/NĐ-CP ngày 12/6/2025 quy định tổ chức các cơ quan chuyên môn thuộc Ủy ban nhân dân tỉnh, thành phố trực thuộc trung ương và Ủy ban nhân dân xã, phường, đặc khu thuộc tỉnh, thành phố trực thuộc trung ương;
Căn cứ Thông tư số 10/2025/TT-BVHTTDL ngày 19/6/2025 của Bộ trưởng Bộ Văn hóa, Thể thao và Du lịch hướng dẫn chức năng, nhiệm vụ, quyền hạn của Sở Văn hóa, Thể thao và Du lịch, Sở Văn hóa và Thể thao, Sở Du lịch thuộc Ủy ban nhân dân cấp tỉnh; chức năng, nhiệm vụ, quyền hạn của Phòng Văn hóa - Xã hội thuộc Ủy ban nhân dân cấp xã trong các lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ Văn hóa, Thể thao và Du lịch;
Theo đề nghị của Sở Văn hóa, Thể thao và Du lịch tại văn bản số 388/TTr- SVHTTDL ngày 12/12/2025; ý kiến thẩm định của Sở Tư pháp tại Báo cáo số 3602/BC-STP ngày 03/12/2025; trên cơ sở biểu quyết thống nhất của các Thành viên Ủy ban nhân dân tỉnh (qua Phiếu biểu quyết);
Ủy ban nhân dân tỉnh ban hành Quyết định bãi bỏ Quyết định số 10/2025/QĐ-UBND ngày 01/3/2025 của Ủy ban nhân dân tỉnh ban hành Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Sở Văn hóa, Thể thao và Du lịch.",,,Văn bản số 388/TTr- SVHTTDL ngày 12/12/2025,dan_chieu,FN
24/2023/QĐ-UBND,"Quyết định sửa đổi Điểm a, Khoản 1, Điều 11 và các Phụ lục kèm theo Quyết định 42/2015/QĐ-UBND do tỉnh Bình Dương",khoan,"3. Các nội dung tại Quyết định số 42/2015/QĐ-UBND và Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020 của Ủy ban nhân dân tỉnh về sửa đổi khoản 1, Điều 4 của Quyết định số 42/2015/QĐ-UBND không thay đổi.","Điều 1. Sửa đổi điểm a, khoản 1, Điều 11 và các phụ lục kèm theo Quyết định số 42/2015/QĐ-UBND ngày 30 tháng 9 năm 2015 của Ủy ban nhân dân tỉnh Bình Dương Quy định Đối tượng, tiêu chuẩn, quy trình, thủ tục xét công nhận danh hiệu “Nghệ nhân tỉnh Bình Dương”, “Thợ giỏi tỉnh Bình Dương”, “Người có công đưa nghề mới về địa phương” (Sau đây gọi tắt là Quyết định số 42/2015/QĐ-UBND), cụ thể như sau:",,Quyết định số 42/2015/QĐ-UBND,sua_doi_bo_sung,FP
24/2023/QĐ-UBND,"Quyết định sửa đổi Điểm a, Khoản 1, Điều 11 và các Phụ lục kèm theo Quyết định 42/2015/QĐ-UBND do tỉnh Bình Dương",khoan,"3. Các nội dung tại Quyết định số 42/2015/QĐ-UBND và Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020 của Ủy ban nhân dân tỉnh về sửa đổi khoản 1, Điều 4 của Quyết định số 42/2015/QĐ-UBND không thay đổi.","Điều 1. Sửa đổi điểm a, khoản 1, Điều 11 và các phụ lục kèm theo Quyết định số 42/2015/QĐ-UBND ngày 30 tháng 9 năm 2015 của Ủy ban nhân dân tỉnh Bình Dương Quy định Đối tượng, tiêu chuẩn, quy trình, thủ tục xét công nhận danh hiệu “Nghệ nhân tỉnh Bình Dương”, “Thợ giỏi tỉnh Bình Dương”, “Người có công đưa nghề mới về địa phương” (Sau đây gọi tắt là Quyết định số 42/2015/QĐ-UBND), cụ thể như sau:",,Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020,sua_doi_bo_sung,FP
24/2023/QĐ-UBND,"Quyết định sửa đổi Điểm a, Khoản 1, Điều 11 và các Phụ lục kèm theo Quyết định 42/2015/QĐ-UBND do tỉnh Bình Dương",khoan,"3. Các nội dung tại Quyết định số 42/2015/QĐ-UBND và Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020 của Ủy ban nhân dân tỉnh về sửa đổi khoản 1, Điều 4 của Quyết định số 42/2015/QĐ-UBND không thay đổi.","Điều 1. Sửa đổi điểm a, khoản 1, Điều 11 và các phụ lục kèm theo Quyết định số 42/2015/QĐ-UBND ngày 30 tháng 9 năm 2015 của Ủy ban nhân dân tỉnh Bình Dương Quy định Đối tượng, tiêu chuẩn, quy trình, thủ tục xét công nhận danh hiệu “Nghệ nhân tỉnh Bình Dương”, “Thợ giỏi tỉnh Bình Dương”, “Người có công đưa nghề mới về địa phương” (Sau đây gọi tắt là Quyết định số 42/2015/QĐ-UBND), cụ thể như sau:",,Quyết định số 42/2015/QĐ-UBND,dan_chieu,FN
24/2023/QĐ-UBND,"Quyết định sửa đổi Điểm a, Khoản 1, Điều 11 và các Phụ lục kèm theo Quyết định 42/2015/QĐ-UBND do tỉnh Bình Dương",khoan,"3. Các nội dung tại Quyết định số 42/2015/QĐ-UBND và Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020 của Ủy ban nhân dân tỉnh về sửa đổi khoản 1, Điều 4 của Quyết định số 42/2015/QĐ-UBND không thay đổi.","Điều 1. Sửa đổi điểm a, khoản 1, Điều 11 và các phụ lục kèm theo Quyết định số 42/2015/QĐ-UBND ngày 30 tháng 9 năm 2015 của Ủy ban nhân dân tỉnh Bình Dương Quy định Đối tượng, tiêu chuẩn, quy trình, thủ tục xét công nhận danh hiệu “Nghệ nhân tỉnh Bình Dương”, “Thợ giỏi tỉnh Bình Dương”, “Người có công đưa nghề mới về địa phương” (Sau đây gọi tắt là Quyết định số 42/2015/QĐ-UBND), cụ thể như sau:",,Quyết định số 11/2020/QĐ-UBND ngày 05 tháng 5 năm 2020,dan_chieu,FN
105/2006/NĐ-CP,Nghị định bảo vệ quyền sở hữu trí tuệ quản lý nhà nước hướng dẫn Luật Sở hữu trí tuệ,khoan,"2. Bảo đảm thực hiện chính sách, pháp luật về sở hữu trí tuệ tại địa phương phù hợp và tuân thủ quy định của Luật Sở hữu trí tuệ và các văn bản pháp luật hướng dẫn thi hành Luật Sở hữu trí tuệ.","Điều 58. Trách nhiệm của các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, Ủy ban nhân dân các cấp
Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, Ủy ban nhân dân các cấp trong phạm vi chức năng, nhiệm vụ của mình có trách nhiệm phối hợp với Bộ Khoa học và Công nghệ, Bộ Văn hoá - Thông tin và Bộ Nông nghiệp và Phát triển nông thôn thực hiện các nhiệm vụ cụ thể sau đây:",,Luật Sở hữu trí tuệ,huong_dan,FP
105/2006/NĐ-CP,Nghị định bảo vệ quyền sở hữu trí tuệ quản lý nhà nước hướng dẫn Luật Sở hữu trí tuệ,khoan,"2. Bảo đảm thực hiện chính sách, pháp luật về sở hữu trí tuệ tại địa phương phù hợp và tuân thủ quy định của Luật Sở hữu trí tuệ và các văn bản pháp luật hướng dẫn thi hành Luật Sở hữu trí tuệ.","Điều 58. Trách nhiệm của các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, Ủy ban nhân dân các cấp
Các Bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, Ủy ban nhân dân các cấp trong phạm vi chức năng, nhiệm vụ của mình có trách nhiệm phối hợp với Bộ Khoa học và Công nghệ, Bộ Văn hoá - Thông tin và Bộ Nông nghiệp và Phát triển nông thôn thực hiện các nhiệm vụ cụ thể sau đây:",,Luật Sở hữu trí tuệ,dan_chieu,FN
